"video","year","depth","habitat","treatment","genus_species","size_class","passing_time_sec","feeding_time_sec","investigating_time_sec","circling_time_sec","bout","bite","total_time_shark_present_frame","n_frame_total"
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",1,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",0.6,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",0.4,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",7,1.6,2.8,0,1,4,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",5,1.2,12.6,0,1,3,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",1.4,0,2.2,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",1.2,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",5,0,3.2,0,0,0,0,2
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",6.2,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",1.6,2,38,0,3,3,0,6
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",1.6,8.6,31.8,0,5,18,0,6
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",8.2,1,0,0,1,2,0,6
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",0,0,7.6,0,0,0,0,6
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",0,0,9.4,0,0,0,0,6
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",3.6,0,0,0,0,0,0,6
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",4.4,3,6.2,0,3,10,0,6
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",3,1.4,11.2,0,3,5,0,6
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",0,0,15.4,0,0,0,0,7
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",2.4,0,0,0,0,0,0,7
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",4.8,0,0,0,0,0,0,2
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",8.8,2.4,2,0,2,4,0,2
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2.6,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",1.2,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",11.8,0,13.8,0,0,0,0,4
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",0,0,40.2,0,1,2,0,4
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2,0,0,0,0,0,0,4
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",3,0,0,0,0,0,0,4
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",3.6,0,0,0,0,0,0,2
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",7.2,0,2.6,0,1,1,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",3.8,0,8.2,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus atkinsoni","<50",7.2,0.2,16.2,0,1,1,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2.2,1,7.8,0,1,4,0,2
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2.4,0,12.2,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",4,0,2.2,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",1.8,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2,2.8,26.2,0,3,12,0,4
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",1.6,0,2,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",1.2,0,26.2,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",9.4,0.6,0,0,1,2,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",4,0,0,0,0,0,0,3
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2.2,0.6,9,7.8,1,2,0,5
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",4.6,0.6,1.2,0,1,1,0,5
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",2.4,0,0,0,0,0,0,5
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2.8,0,0,0,0,0,0,5
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",7.8,0,0,0,0,0,0,5
"ASH2_2","2004",15,"reef","absent","Lutjanus decussatus","<50",8,0,0,0,0,0,0,5
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",1.8,0,0,0,0,0,0,4
"ASH2_2","2004",15,"reef","absent","Lethrinus rubrioperculatus","<50",2,0.8,1.2,0,1,3,0,4
"ASH2_3","2004",13,"reef","absent","Lethrinus olivaceus","50-100",8.4,0,0,0,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Aprion virescens",">100",9.4,0,0,0,0,0,0,2
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",5.6,0,3.4,0,0,0,0,2
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",5.8,0,0,0,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",6.8,0,0,0,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",2.8,0,0,0,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Lethrinus olivaceus","50-100",15.6,0,0,0,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",9.4,0,0,6.4,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",7.4,0,0,0,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",15.8,0,0,0,0,0,0,1
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",3.6,0,6,0,0,0,0,2
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",4.8,0,0,0,0,0,0,2
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",3.8,0,0,0,0,0,0,2
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",3,0,0,0,0,0,0,2
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",1,0,8.2,0,0,0,0,2
"ASH2_3","2004",13,"reef","absent","Lethrinus rubrioperculatus","<50",6.8,0,0,0,0,0,0,2
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",5,0,0,0,0,0,0,4
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",0,4.8,17,0,1,7,0,9
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",0,0,5.2,0,0,0,0,4
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",4.4,0,2.6,0,0,0,0,4
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3,7,33.4,0,3,8,0,9
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",4.2,6.4,6.8,0,4,8,0,11
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",6.4,11,29.4,0,5,15,0,11
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",4.4,3,2.6,0,1,3,0,11
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",7.2,0,0,0,0,0,0,11
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",20.4,0,0,0,0,0,0,11
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3,1.8,3,0,1,3,0,9
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",1,0,5,0,0,0,0,5
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3.2,0,0,0,0,0,0,4
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",5.2,0,0,0,0,0,0,3
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",1.4,0,9.4,0,0,0,0,5
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",4.6,0,0,0,0,0,0,5
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",6.6,0,0,0,0,0,0,4
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",9.4,0,0,0,0,0,0,4
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",9.8,2,2.4,0,2,3,0,5
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",1.4,0.2,2,0,1,1,0,5
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",4,0,3.4,0,0,0,0,5
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3.4,5.2,20.6,0,6,19,0,6
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",4.2,0,0,0,0,0,0,4
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",6,0,3.8,0,0,0,0,6
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",1.2,3,11.8,0,0,0,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",4.8,0,0,0,0,0,0,7
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2.8,0,3.4,0,0,0,0,9
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",0,0,4.8,0,0,0,0,9
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3,0,0,0,0,0,0,10
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3,0,0,0,0,0,0,10
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",6.6,1.6,0,0,1,3,0,10
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2.6,0,5,0,0,0,0,10
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2.2,3,5,0,2,5,0,6
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3.6,4,18.8,0,4,9,0,6
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",6.4,5,33.4,0,3,10,0,6
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",1.6,0,0,0,0,0,0,6
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2.2,1,1.8,0,0,0,0,6
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",9,1.2,2.8,0,1,1,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",0,3,7.2,0,1,3,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2.4,0,9.2,0,0,0,0,10
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",0,1.8,27.2,0,4,5,0,7
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",0,0,10,0,0,0,0,7
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",1.2,0,1.4,0,0,0,0,7
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2.6,3.6,20,0,4,9,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",8,0,9.8,0,0,0,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",0,0,2.4,0,0,0,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2.8,0,2.6,0,0,0,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",3.2,0,1.4,0,0,0,0,8
"ASH2_4","2004",18,"reef","absent","Lethrinus rubrioperculatus","<50",2,0,1.8,0,0,0,0,8
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",12.6,0,0,0,0,0,0,3
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",13.6,0,0,0,0,0,0,3
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",11.6,0,0,0,0,0,0,2
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",7.4,0,0,0,0,0,0,2
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",15.8,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",9.8,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",5,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",13.6,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",6.2,0,5,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",6,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",5.2,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",11.2,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",3,0,0,0,0,0,0,2
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",3,0,0,0,0,0,0,2
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",6,0,0,0,0,0,0,2
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",4.4,0,0,0,0,0,0,2
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",5.4,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",7,0,0,0,0,0,0,3
"ASH1_3","2004",24,"near reef","absent","Lethrinus rubrioperculatus","<50",19,0,0,0,0,0,0,3
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",9,0,0,0,0,0,0,3
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",5.4,0,0,0,0,0,0,3
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",5,0,0,0,0,0,0,1
"ASH1_3","2004",24,"near reef","absent","Lethrinus olivaceus","50-100",7.6,0,0,0,0,0,0,1
"ASH4_1","2004",28,"near reef","absent","Carangoides ferdau","50-100",3.2,0,0,0,0,0,0,3
"ASH4_1","2004",28,"near reef","absent","Carangoides ferdau","50-100",4.6,0,0,0,0,0,0,3
"ASH4_1","2004",28,"near reef","absent","Carangoides ferdau","50-100",3.8,0,0,0,0,0,0,3
"ASH4_1","2004",28,"near reef","absent","Carangoides ferdau","50-100",5,0,0,0,0,0,0,4
"ASH4_1","2004",28,"near reef","absent","Carangoides ferdau","50-100",4.6,0,0,0,0,0,0,4
"ASH4_1","2004",28,"near reef","absent","Carangoides ferdau","50-100",4.6,0,0,0,0,0,0,4
"ASH4_1","2004",28,"near reef","absent","Carangoides ferdau","50-100",4,0,0,0,0,0,0,4
"ASH5_5","2004",23,"reef","absent","Lutjanus decussatus","<50",9.8,0,0,9,0,0,0,9
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",5.6,0,7.2,0,0,0,0,9
"ASH5_5","2004",23,"reef","absent","Lutjanus decussatus","<50",6.2,0,0,0,0,0,0,8
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",6.6,0,0,0,0,0,0,8
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",6.4,0,0,0,0,0,0,8
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",4.8,1.4,6.2,0,2,2,0,6
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",5.8,0,2.8,0,0,0,0,5
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",2.4,1,8.4,0,1,2,0,6
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",7.8,0.8,0,0,1,2,0,6
"ASH5_5","2004",23,"reef","absent","Lethrinus semicinctus","<50",3,0,3.2,0,0,0,0,6
"ASH1_4","2004",31,"reef","absent","Lethrinus sp","<50",1.8,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lethrinus sp","<50",2.4,0,2,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",11,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",14.2,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",3.6,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",6.6,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",11.8,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lethrinus sp","<50",13.8,0,0,0,0,0,0,4
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",9.2,0,0,0,0,0,0,4
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",4.4,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Lutjanus decussatus","<50",3,0,0,0,0,0,0,1
"ASH1_4","2004",31,"reef","absent","Variola albimarginata","<50",3.2,0,3.4,0,0,0,0,4
"ASH1_4","2004",31,"reef","absent","Variola albimarginata","<50",2.6,0,16.6,0,0,0,0,4
"ASH1_4","2004",31,"reef","absent","Variola albimarginata","<50",1,0,14.2,0,0,0,0,4
"ASH1_4","2004",31,"reef","absent","Variola albimarginata","<50",3,0,0,0,0,0,0,4
"ASH1_4","2004",31,"reef","absent","Variola albimarginata","<50",1.2,0,3,0,0,0,0,3
"ASH1_4","2004",31,"reef","absent","Variola albimarginata","<50",1,0,1.2,0,0,0,0,3
"ASH7_5","2004",43,"near reef","absent","Lethrinus sp","<50",1.2,0,0,0,0,0,0,2
"ASH7_5","2004",43,"near reef","absent","Lethrinus sp","<50",26.4,0,0,0,0,0,0,2
"ASH7_5","2004",43,"near reef","absent","Lethrinus sp","<50",21.2,0,0,0,0,0,0,1
"ASH7_5","2004",43,"near reef","absent","Lethrinus rubrioperculatus","<50",3,0,0,0,0,0,0,1
"ASH7_5","2004",43,"near reef","absent","Lethrinus rubrioperculatus","<50",1.2,0,0,0,0,0,0,1
"ASH7_5","2004",43,"near reef","absent","Lethrinus rubrioperculatus","<50",5.6,4.6,13,0,4,10,0,3
"ASH7_5","2004",43,"near reef","absent","Lethrinus rubrioperculatus","<50",2.2,2.6,4.2,0,1,4,0,3
"ASH7_5","2004",43,"near reef","absent","Lethrinus rubrioperculatus","<50",2.8,1.6,0.6,0,2,5,0,3
"ASH7_5","2004",43,"near reef","absent","Aprion virescens",">100",3.2,0,0,0,0,0,0,1
"ASH7_5","2004",43,"near reef","absent","Aprion virescens",">100",1.8,0,0,0,0,0,0,1
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",7.2,4.6,66.2,0,2,7,0,2
"ASH5_1","2004",27,"near reef","absent","Lethrinus rubrioperculatus","<50",13.8,0,0,0,0,0,0,2
"ASH5_1","2004",27,"near reef","absent","Lethrinus rubrioperculatus","<50",20.2,0,0,0,0,0,0,2
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",15.2,4.2,87.2,0,4,6,0,4
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",16.4,0,39.6,0,0,0,0,4
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",4.6,0,0,0,0,0,0,4
"ASH5_1","2004",27,"near reef","absent","Lethrinus rubrioperculatus","<50",13.8,0,9,0,0,0,0,4
"ASH5_1","2004",27,"near reef","absent","Lethrinus rubrioperculatus","<50",12.6,0,0,0,0,0,0,3
"ASH5_1","2004",27,"near reef","absent","Lethrinus rubrioperculatus","<50",12,0,23.2,0,0,0,0,4
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",16.4,0,18.6,0,0,0,0,4
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",18.6,0,11.4,0,0,0,0,2
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",16,0,12.8,0,0,0,0,2
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",11.6,0,2.2,0,0,0,0,2
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",4.8,0,29.4,0,0,0,0,2
"ASH5_1","2004",27,"near reef","absent","Gymnocranius grandoculis","50-100",4.8,0,18.8,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",11.8,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lutjanus vitta","<50",17.2,0,1.2,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",11.6,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",7.4,0,0,0,0,0,0,3
"ASH059","2016",30,"near reef","absent","Lutjanus vitta","<50",1,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Lutjanus vitta","<50",25.2,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",8,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",6,0,0,0,0,0,0,3
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",5.8,0,0,0,0,0,0,3
"ASH059","2016",30,"near reef","absent","Lutjanus vitta","<50",3.6,0,15,0,0,0,0,3
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",11,0,0,0,0,0,0,3
"ASH059","2016",30,"near reef","absent","Lutjanus vitta","<50",5.6,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",14.8,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",14.8,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",25.6,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",24.2,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",9.2,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",13.9,0,0,0,0,0,0,6
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",12.08,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",6.93,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",3.764,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",8,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",11.2,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",2.4,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",3.6,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",12.8,0,0,0,0,0,0,2
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",8.2,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",9.4,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",5.8,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",5.6,0,0,0,0,0,0,1
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",8.6,0,0,0,0,0,0,5
"ASH059","2016",30,"near reef","absent","Gymnocranius grandoculis","50-100",3.4,0,0,0,0,0,0,5
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",4.2,0,0,0,0,0,0,5
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",3.8,0,0,0,0,0,0,5
"ASH059","2016",30,"near reef","absent","Lethrinus rubrioperculatus","<50",1.6,0,0,0,0,0,0,5
"ASH055","2016",25,"near reef","absent","Carangoides orthogrammus","50-100",4,0,0,15.2,0,0,0,2
"ASH055","2016",25,"near reef","absent","Carangoides orthogrammus","50-100",2.2,0,0,0,0,0,0,2
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",17,7,0,0,9,9,0,12
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",1,2.8,14.8,0,0,0,0,12
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",1.4,0,1.8,0,0,0,0,7
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",1.2,2,41,0,0,0,0,21
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",1.2,0,1.4,0,0,0,0,7
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",3.4,0,1.2,0,0,0,0,7
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",2,1.4,23.4,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",2,1.2,23.6,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",2,0,24.8,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,27.2,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,27.2,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,27.2,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,27.2,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,20.6,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,20.6,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,20.6,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,20.6,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,27.2,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,27.2,0,0,0,0,22
"ASH055","2016",25,"near reef","absent","Lethrinus semicinctus","<50",0,0,27.2,0,0,0,0,22
